	L176_col_1	L176_vitro_1	L176_vitro_2	L176_vitro_3	L176_col_2	L176_col_3
cds2449	0	0	0	0	0	5
cds245	28	510	426	259	14	36
cds2450	137	84	68	29	103	163
cds2451	72	53	63	14	88	126
cds2452	51	105	92	38	135	80
cds2453	347	977	618	281	640	634
cds2454	174	738	467	233	89	172
cds2455	935	6458	4337	1694	1631	1660
cds2456	39	101	91	40	41	54
cds2457	102	557	456	224	73	149
cds2458	37	213	147	90	26	20
cds2459	164	1831	1386	741	109	271
cds246	0	4	4	2	0	0
cds2460	109	281	185	82	130	220
cds2461	3	41	20	5	0	0
cds2462	49	254	168	71	62	68
cds2463	1	0	0	0	1	1
cds2464	92	100	60	46	234	127
cds2465	27	51	20	25	57	53
cds2466	35	60	73	32	15	57
cds2467	214	74	52	15	224	153
cds2468	52	106	85	34	145	90
cds2469	8	16	16	6	2	3
cds247	92	8	37	38	98	94
cds2470	90	250	127	119	55	51
cds2471	96	733	739	347	130	211
cds2472	307	807	485	262	122	90
cds2473	529	1052	607	447	594	636
cds2474	7915	1017	1020	659	12968	7858
cds2475	113	302	285	148	67	101
cds2476	980	2916	2204	1004	756	898
cds2477	25	43	37	11	37	6
cds2478	15	83	34	26	15	44
cds2479	1	32	34	25	15	18
cds248	139	21	39	19	45	32
cds2480	0	47	25	25	0	1
cds2481	18	189	181	61	16	1
cds2482	157	374	327	189	85	142
cds2483	8	66	71	29	21	10
cds2484	90	484	373	276	86	103
cds2485	88	564	343	155	106	212
cds2486	30	48	20	7	27	15
cds2487	678	805	481	301	811	1110
cds2488	524	2810	2728	1170	287	361
cds2489	90	1126	995	725	72	80
cds249	55	22	21	23	30	2
cds2490	24	172	235	111	15	12
cds2491	104	626	581	378	76	102
cds2492	28	93	104	46	52	5
cds2493	47	258	201	100	59	73
cds2494	37	137	92	68	53	43
cds2495	31	114	80	73	31	35
cds2496	1435	4296	3341	1120	1270	1559
cds2497	223	322	244	97	142	150
cds2498	271	280	256	132	199	249
cds2499	1	26	5	2	5	9
cds25	28	171	98	35	22	38
cds250	0	3	1	4	9	1
cds2500	14	56	32	13	26	33
cds2501	20	42	26	11	15	31
cds2502	58	98	86	44	14	28
cds2503	243	356	216	99	107	169
cds2504	85	89	60	32	96	56
cds2505	150	463	225	157	80	140
cds2506	266	844	570	313	190	275
cds2507	99	781	660	227	35	145
cds2508	292	674	420	242	262	347
cds2509	40	203	107	40	68	31
cds251	5	4	0	1	0	0
cds2510	126	611	420	196	114	181
cds2511	117	733	525	233	41	95
cds2512	15	18	4	10	9	27
cds2513	12	14	9	4	5	18
cds2514	28	103	120	50	24	29
cds2515	112	232	230	147	125	179
cds2516	128	132	58	59	123	135
cds2517	121	425	313	228	140	177
cds2518	1	0	3	0	2	7
cds2519	49	52	23	29	63	60
cds252	4	15	5	7	11	14
cds2520	19	50	44	17	15	20
cds2521	137	231	112	104	76	158
cds2522	522	401	571	520	322	459
cds2523	399	1189	2554	2557	267	358
cds2524	795	609	1080	1548	527	653
cds2525	534	428	783	912	341	255
cds2526	471	191	133	69	481	374
cds2527	348	2622	3071	1690	259	359
cds2528	51	126	63	32	47	101
cds2529	47	111	39	16	31	31
cds253	3	17	0	3	1	17
cds2530	533	1001	390	137	663	859
cds2531	97	105	78	39	81	62
cds2532	34	49	37	13	25	47
cds2533	14	37	33	10	26	8
cds2534	87	86	68	20	56	88
cds2535	259	1989	1941	1208	160	258
cds2536	115	295	182	95	63	124
cds2537	310	1291	1138	463	267	363
cds2538	173	179	167	207	173	118
cds2539	5	0	6	4	8	10
cds254	18	61	43	24	15	13
cds2540	182	228	248	111	174	171
cds2541	80	2381	2239	1152	44	109
cds2542	1	17	1	3	20	16
cds2543	91	85	47	29	56	51
cds2544	16	30	24	20	4	12
cds2545	1	2	1	0	6	4
cds2546	147	41403	7984	4553	165	205
cds2547	95	9374	1764	893	34	44
cds2548	983	10555	3273	1669	645	822
cds2549	24	574	143	84	42	64
cds255	475	494	303	272	520	491
cds2550	336	1440	960	514	236	237
cds2551	379	947	751	378	295	332
cds2552	280	83	72	58	224	266
cds2553	23	86	83	38	20	8
cds2554	46	103	53	33	12	42
cds2555	368	368	240	159	225	250
cds2556	49	106	69	117	14	23
cds2557	74	245	119	157	63	92
cds2558	42	104	56	64	44	59
cds2559	134	509	418	204	76	158
cds256	65	172	78	53	44	36
cds2560	65	222	157	68	63	49
cds2561	115	482	260	172	77	82
cds2562	168	267	154	67	96	162
cds2563	14	13	14	6	19	24
cds2564	45	354	253	167	24	33
cds2565	70	295	221	119	29	19
cds2566	77	456	396	241	23	35
cds2567	2	179	142	50	0	4
cds2568	255	640	472	275	188	181
cds2569	39	127	92	59	36	44
cds257	655	535	389	175	354	266
cds2570	3	27	24	17	0	0
cds2571	409	80	121	52	325	366
cds2572	15	28	12	5	6	5
cds2573	10	17	17	23	0	5
cds2574	71	145	111	101	45	110
cds2575	83	63	44	41	76	144
cds2576	21	17	17	22	18	22
cds2577	24	249	245	120	23	44
cds2578	402	107	58	41	515	576
cds2579	22	190	113	52	45	51
cds258	82	144	62	42	147	85
cds2580	89	354	142	100	88	171
cds2581	111	193	143	68	116	67
cds2582	41	53	41	31	38	35
cds2583	210	241	146	50	215	162
cds2584	79	120	84	28	63	99
cds2585	21	12	8	8	7	39
cds2586	163	387	359	219	138	177
cds2587	187	449	410	195	192	207
cds2588	36	213	223	93	8	6
cds2589	4	55	45	18	10	22
cds259	88	115	149	106	67	119
cds2590	639	287	267	123	851	667
cds2591	101	54	44	23	74	37
cds2592	196	285	177	120	131	152
cds2593	35	74	68	44	20	42
cds2594	118	806	766	410	120	150
cds2595	7	59	63	56	8	7
cds2596	331	719	514	298	279	351
cds2597	403	1521	949	528	511	490
cds2598	29	111	87	43	60	37
cds2599	225	251	238	100	412	302
cds26	316	361	269	186	177	193
cds260	160	117	176	97	168	188
cds2600	246	1228	1316	707	151	211
cds2601	7	73	113	46	4	12
cds2602	56	746	830	388	47	84
cds2603	482	1601	1458	751	359	444
cds2604	8	13	7	5	9	16
cds2605	81	916	746	317	128	122
cds2606	19	692	764	375	7	13
cds2607	28	915	1185	760	19	58
cds2608	31	380	440	363	19	8
cds2609	90	286	154	139	101	184
cds261	193	164	108	57	229	203
cds2610	50	32	46	25	42	59
cds2611	443	1827	1485	675	440	689
cds2612	246	1673	2183	1328	154	192
cds2613	142	1497	1824	915	182	154
cds2614	91	441	290	190	41	70
cds2615	89	154	181	69	92	92
cds2616	53	148	182	71	38	47
cds2617	443	818	610	363	308	437
cds2618	117	171	22	15	197	148
cds2619	157	191	201	95	170	196
cds262	0	2	0	0	0	0
cds2620	6	150	158	82	3	0
cds2621	109	2102	2164	1202	59	145
cds2622	1196	7645	7093	4180	932	1178
cds2623	50	209	253	136	74	42
cds2624	36	125	70	53	28	26
cds2625	57	266	267	98	90	86
cds2626	4	35	7	8	0	1
cds2627	11	15	23	15	15	5
cds2628	36	93	82	57	49	41
cds2629	13	109	110	46	30	22
cds263	67	34	65	33	50	75
cds2630	13	88	89	28	2	11
cds2631	4	113	82	37	14	6
cds2632	67	347	249	112	128	110
cds2633	37	175	117	64	35	53
cds2634	28	165	115	63	31	12
cds2635	8	82	78	55	0	4
cds2636	44	633	618	320	48	77
cds2637	474	4244	3799	2574	317	744
cds2638	78	329	346	241	103	116
cds2639	4	177	220	74	0	15
cds264	1333	1279	931	418	907	1276
cds2640	160	503	550	311	155	207
cds2641	39	106	100	49	28	27
cds2642	0	0	0	0	1	0
cds2643	1299	1552	1419	611	621	594
cds2644	21	29	12	7	18	29
cds2645	42	233	169	81	35	63
cds2646	123	3185	1912	791	158	174
cds2647	240	433	352	209	166	200
cds2648	353	354	293	188	262	460
cds2649	32	75	45	46	40	80
cds265	71	247	213	77	30	24
cds2650	24	44	62	29	15	20
cds2651	349	873	645	331	232	226
cds2652	28	4	0	4	42	21
cds2653	50	137	109	44	74	116
cds2654	7	83	86	38	13	25
cds2655	21	26	0	5	42	35
cds2656	7	8	2	5	9	17
cds2657	153	393	84	69	107	143
cds2658	117	153	32	36	100	86
cds2659	76	9	5	6	51	27
cds266	42	337	267	159	28	50
cds2660	230	297	114	118	392	374
cds2661	248	63	26	35	213	256
cds2662	599	67	35	24	583	462
cds2663	2352	200	149	68	2406	1905
cds2664	47	57	46	31	46	41
cds2665	1205	3438	1584	862	1355	1650
cds2666	157	450	136	52	187	147
cds2667	106	68	44	24	92	130
cds2668	1039	3431	2958	1508	892	987
cds2669	743	2038	1940	958	495	534
cds267	80	585	450	200	242	177
cds2670	288	2814	2932	1441	168	159
cds2671	605	1998	1805	736	305	287
cds2672	17	147	99	59	40	38
cds2673	828	948	653	484	450	408
cds2674	15	64	74	41	11	10
cds2675	177	859	681	309	226	185
cds2676	178	240	124	100	263	165
cds2677	42	23	12	4	29	49
cds2678	5	39	26	16	1	1
cds2679	23	105	94	54	20	51
cds268	158	250	226	153	167	161
cds2680	309	1920	1829	1253	196	251
cds2681	35	304	315	217	35	95
cds2682	84	85	75	51	121	155
cds2683	36	31	47	21	4	29
cds2684	3	14	15	9	3	3
cds2685	322	2687	1790	725	433	405
cds2686	199	300	268	222	164	187
cds2687	3	0	3	0	0	0
cds2688	28	10	11	7	7	27
cds2689	2	0	0	1	0	2
cds269	362	170	184	83	280	261
cds2690	41	29	50	18	47	41
cds2691	19	243	339	275	13	29
cds2692	7	138	336	119	3	38
cds2693	154	1385	2963	1556	88	125
cds2694	33	45	39	25	33	16
cds2695	110	139	26	10	91	86
cds2696	61	534	556	258	29	46
cds2697	69	1114	1204	500	39	116
cds2698	90	1118	1230	588	101	183
cds2699	7	142	176	77	0	12
cds27	77	220	217	128	68	66
cds270	59	95	72	38	36	36
cds2700	29	473	591	352	19	86
cds2701	21	275	361	175	12	31
cds2702	127	555	671	368	14	81
cds2703	15	162	133	116	16	8
cds2704	42	342	421	153	31	47
cds2705	266	1696	1818	641	135	293
cds2706	401	2160	1944	987	347	500
cds2707	54	63	105	33	64	97
cds2708	26	86	32	53	8	17
cds2709	6	17	19	10	0	13
cds271	71	132	93	28	29	59
cds2710	0	0	0	0	0	0
cds2711	119	105	83	34	68	75
cds2712	34	291	290	191	19	43
cds2713	307	633	555	258	182	290
cds2714	12	6	7	4	4	12
cds2715	122	171	199	175	90	111
cds2716	145	723	437	241	57	106
cds2717	346	1682	1559	564	135	251
cds2718	439	2140	1754	721	421	590
cds2719	289	4951	4195	2155	140	237
cds272	36	142	82	79	23	24
cds2720	23	201	140	48	8	36
cds2721	315	699	618	359	261	364
cds2722	20	38	46	35	15	15
cds2723	106	2937	2653	1638	135	271
cds2724	91	1640	1639	831	73	133
cds2725	99	1197	1332	667	43	97
cds2726	268	2122	1991	1121	364	593
cds2727	21	641	649	475	11	19
cds2728	395	2278	2439	1048	175	160
cds2729	34	237	169	72	50	30
cds273	19	223	249	157	26	34
cds2730	32	210	137	59	46	72
cds2731	175	945	711	290	139	211
cds2732	40	108	72	48	36	91
cds2733	220	185	184	81	208	164
cds2734	13	3	15	3	8	17
cds2735	9	19	12	5	15	20
cds2736	166	216	163	121	212	187
cds2737	182	246	140	110	102	184
cds2738	218	237	84	76	190	230
cds2739	80	201	188	125	33	104
cds274	109	422	457	295	56	185
cds2740	22	43	28	24	5	11
cds2741	591	1648	1694	728	679	606
cds2742	474	1728	1817	1015	366	325
cds2743	68	9	19	23	72	49
cds2744	10	0	4	4	46	28
cds2745	184	373	443	245	77	71
cds2746	78	659	588	296	92	144
cds2747	23	131	119	74	39	22
cds2748	588	654	684	321	542	590
cds2749	32	59	31	16	41	20
cds275	92	216	183	112	108	132
cds2750	84	282	227	125	34	64
cds2751	52	51	49	24	32	30
cds2752	14	49	34	13	14	15
cds2753	64	29	62	40	81	26
cds2754	10	20	9	7	3	6
cds2755	12	43	10	16	3	12
cds2756	4	32	2	7	0	0
cds2757	1	9	4	3	6	0
cds2758	405	2085	1598	711	266	349
cds2759	698	3317	2476	1245	370	555
cds276	56	359	260	182	18	70
cds2760	2079	1634	1092	535	2287	2209
cds2761	248	550	420	195	243	348
cds2762	122	1364	1031	568	57	89
cds2763	72	285	224	129	74	129
cds2764	210	512	360	173	214	334
cds2765	729	930	544	273	320	536
cds2766	18	123	49	46	11	9
cds2767	3	11	20	3	36	7
cds2768	107	89	106	80	65	45
cds2769	665	961	906	568	306	144
cds277	1331	1488	998	400	1225	1168
cds2770	1827	902	746	396	1443	1287
cds2771	163	285	308	145	128	80
cds2772	33	107	178	84	4	13
cds2773	51	882	1240	507	36	71
cds2774	404	4497	5072	2211	301	491
cds2775	1772	20926	21955	11381	1332	2609
cds2776	174	3123	3095	1353	109	246
cds2777	51	1103	905	506	49	68
cds2778	56	844	782	435	20	82
cds2779	200	3857	4672	2493	210	310
cds278	74	131	78	34	62	76
cds2780	1546	13160	14117	6894	1158	1817
cds2781	197	3317	3591	1802	194	228
cds2782	8	137	170	86	13	19
cds2783	13	210	266	145	37	27
cds2784	14	189	189	138	24	17
cds2785	478	3272	3005	1868	446	514
cds2786	71	690	774	315	61	112
cds2787	11	38	33	44	0	7
cds2788	11	53	40	18	5	8
cds2789	34	36	32	26	33	9
cds279	295	2473	1775	1054	301	422
cds2790	16	79	72	32	1	17
cds2791	118	373	335	208	137	133
cds2792	114	321	271	125	118	123
cds2793	234	1214	1180	516	130	275
cds2794	33	173	224	80	26	79
cds2795	1484	175	89	65	825	935
cds2796	189	523	389	242	298	449
cds2797	173	213	116	82	132	200
cds2798	1952	4336	4944	2030	1063	864
cds2799	380	366	120	139	579	558
cds28	25	72	58	28	28	4
cds280	45	141	70	36	43	24
cds2800	81	150	152	58	52	59
cds2801	301	782	474	290	381	346
cds2802	67	604	445	178	87	110
cds2803	343	1211	1082	454	346	222
cds2804	434	1744	1441	718	345	396
cds2805	346	2174	1749	926	350	488
cds2806	225	71	58	50	260	307
cds2807	79	102	107	34	62	96
cds2808	624	4392	2920	1985	535	972
cds2809	25	46	76	24	6	28
cds281	694	1733	3978	1837	473	1101
cds2810	0	0	0	0	0	0
cds2811	1	0	0	2	0	0
cds2812	217	445	187	160	155	170
cds2813	130	306	252	135	116	158
cds2814	12	9	0	2	17	24
cds2815	16	14	2	3	16	12
cds2816	21	11	15	14	14	31
cds2817	6	13	3	6	1	10
cds2818	39	14	19	6	27	19
cds2819	50	120	132	56	51	62
cds282	155	331	794	593	126	248
cds2820	50	159	59	35	36	65
cds2821	80	112	31	25	103	128
cds2822	22	17	7	2	19	21
cds2823	20	15	10	10	2	27
cds2824	5	2	0	5	8	12
cds2825	15	3	0	3	8	11
cds2826	8	6	5	3	34	21
cds2827	4	1	0	0	0	16
cds2828	348	915	807	435	304	341
cds2829	291	441	306	208	340	275
cds283	19	58	36	29	19	26
cds2830	135	350	272	136	82	102
cds2831	14	48	53	19	18	6
cds2832	10	48	49	32	6	19
cds2833	357	1419	1360	713	232	250
cds2834	38	42	29	10	45	33
cds2835	837	2122	1420	652	725	762
cds2836	147	1109	594	267	135	172
cds2837	29	63	31	26	4	22
cds2838	25	125	77	39	25	60
cds2839	1523	3331	2471	1701	1486	2058
cds284	49	934	741	325	18	52
cds2840	85	31	10	9	58	66
cds2841	102	403	323	189	69	46
cds2842	8	66	50	28	17	3
cds2843	190	456	321	238	208	243
cds2844	205	594	420	173	164	221
cds2845	80	184	154	44	108	88
cds2846	829	1482	1476	956	1692	1479
cds2847	828	2312	2080	1192	618	749
cds2848	548	2323	2671	1308	510	432
cds2849	61	157	100	79	51	44
cds285	33	447	283	165	33	32
cds2850	6	32	17	12	11	26
cds2851	198	341	379	212	259	243
cds2852	56	277	260	99	46	91
cds2853	81	90	104	66	65	81
cds2854	0	15	9	2	0	0
cds2855	928	1089	765	401	742	503
cds2856	24	71	58	35	22	10
cds2857	342	691	495	215	277	316
cds2858	1	0	0	0	0	5
cds2859	151	1884	2231	1014	89	176
cds286	64	226	136	75	48	45
cds2860	1099	2433	1794	1411	1634	1822
cds2861	164	250	244	140	130	118
cds2862	9	308	463	160	3	7
cds2863	296	810	715	409	329	324
cds2864	76	415	399	225	110	80
cds2865	46	308	303	197	38	83
cds2866	69	138	167	31	62	47
cds2867	147	56	65	57	166	69
cds2868	233	191	189	131	213	110
cds2869	365	1281	1084	445	326	419
cds287	204	495	303	140	242	375
cds2870	38	72	86	29	16	32
cds2871	107	174	111	57	91	103
cds2872	114	120	46	22	114	73
cds2873	151	46	37	33	205	273
cds2874	4148	4141	2752	1553	2284	2068
cds2875	14	18	11	7	15	36
cds2876	35	57	15	14	24	27
cds2877	254	1976	1581	895	180	290
cds2878	0	0	0	0	0	7
cds2879	12	0	4	0	0	3
cds288	609	1002	1331	623	1431	959
cds2880	80	354	272	151	97	60
cds2881	16	49	59	25	14	4
cds2882	171	370	260	202	201	152
cds2883	130	59	18	11	95	118
cds2884	7	4	5	7	19	15
cds2885	80	63	70	35	44	141
cds2886	4	32	10	4	20	12
cds2887	29	37	16	12	30	66
cds2888	11	17	3	12	3	7
cds2889	21	90	70	54	26	28
cds289	338	381	288	191	418	287
cds2890	79	63	62	72	102	88
cds2891	140	416	264	134	97	142
cds2892	200	99	45	28	148	256
cds2893	209	2570	2261	820	155	317
cds2894	45	330	372	227	44	93
cds2895	36	28	19	12	15	26
cds2896	59	117	108	64	38	49
cds2897	37	136	178	99	20	25
cds2898	109	678	1022	470	114	152
cds2899	30	65	40	43	27	24
cds29	159	109	42	25	92	165
cds290	75	153	104	55	71	120
cds2900	140	443	318	181	113	180
cds2901	26	135	76	44	40	27
cds2902	207	1912	2464	1390	116	245
cds2903	10	158	356	129	11	6
cds2904	6	382	558	338	20	47
cds2905	8	57	138	64	0	8
cds2906	16	26	42	19	7	8
cds2907	18	33	18	7	10	40
cds2908	204	1164	1208	977	229	288
cds2909	267	243	315	159	191	152
cds291	108	1143	878	488	98	101
cds2910	295	1705	2017	1048	272	286
cds2911	53	199	237	111	24	34
cds2912	8	32	16	9	5	0
cds2913	35	221	136	102	58	73
cds2914	22	84	90	58	34	34
cds2915	442	338	247	155	535	508
cds2916	11	130	142	64	24	20
cds2917	71	215	169	139	42	59
cds2918	144	279	271	147	150	229
cds2919	98	392	346	263	90	159
cds292	44	199	253	82	94	59
cds2920	59	185	177	126	30	39
cds2921	260	138	135	118	308	304
cds2922	175	299	324	169	119	144
cds2923	10	28	35	11	21	49
cds2924	95	224	132	77	105	84
cds2925	203	597	615	321	273	232
cds2926	1658	1103	861	356	2087	1733
cds2927	54	325	204	133	24	32
cds2928	196	847	799	394	173	162
cds2929	1119	1713	1354	607	1003	923
cds293	209	2169	2333	1132	171	163
cds2930	343	3455	2510	1009	215	274
cds2931	1452	5144	3764	1896	1173	1644
cds2932	48	140	218	82	53	59
cds2933	164	126	138	78	64	57
cds2934	549	253	171	166	657	462
cds2935	419	754	712	575	205	250
cds2936	8	25	35	26	30	15
cds2937	16	47	48	52	14	28
cds2938	124	215	94	40	37	61
cds2939	17	49	22	29	27	28
cds294	14	110	76	50	23	35
cds2940	108	401	301	138	78	95
cds2941	143	4310	5194	2944	86	173
cds2942	89	366	357	172	46	47
cds2943	82	280	317	155	77	80
cds2944	27	114	81	49	48	39
cds2945	11	37	46	31	7	20
cds2946	25	78	113	91	69	36
cds2947	128	365	467	204	59	103
cds2948	219	1933	2007	1221	130	171
cds2949	256	593	297	202	260	321
cds295	0	0	2	2	0	1
cds2950	97	868	690	335	51	88
cds2951	50	347	274	188	56	81
cds2952	76	549	308	160	124	155
cds2953	58	304	218	86	29	103
cds2954	19	72	51	13	15	42
cds2955	39	74	45	25	67	84
cds2956	17	32	24	13	16	5
cds2957	7	26	16	3	9	20
cds2958	40	87	50	41	11	36
cds2959	3	29	30	23	9	16
cds296	16	122	94	40	14	38
cds2960	143	1372	1053	474	148	181
cds2961	192	1319	1344	654	84	280
cds2962	419	2670	1785	619	287	455
cds2963	1089	4677	2869	1386	666	791
cds2964	122	1536	954	456	80	136
cds2965	274	2085	1404	577	118	135
cds2966	884	2312	1367	672	963	1026
cds2967	409	1650	1117	559	445	456
cds2968	84	634	486	254	92	108
cds2969	124	1332	986	403	52	114
cds297	0	3	12	12	0	4
cds2970	391	1748	1287	629	348	538
cds2971	46	834	547	239	49	63
cds2972	131	684	533	185	142	245
cds2973	34	34	18	31	61	33
cds2974	95	418	329	207	90	141
cds2975	116	545	434	201	74	90
cds2976	20	117	38	31	27	42
cds2977	1767	14817	9683	5948	1158	1913
cds2978	61	77	50	36	77	15
cds2979	81	153	132	89	34	19
cds298	29	41	32	23	70	21
cds2980	66	206	150	43	101	77
cds2981	18	12	15	2	10	1
cds2982	292	1199	853	633	203	353
cds2983	56	646	640	392	19	45
cds2984	105	463	479	286	57	88
cds2985	94	1442	1277	641	164	244
cds2986	14	45	38	17	13	7
cds2987	870	3170	1301	700	977	1266
cds2988	128	335	315	161	48	76
cds2989	52	66	68	27	47	80
cds299	152	101	16	14	178	197
cds2990	253	1519	1120	583	242	356
cds2991	69	143	177	89	62	154
cds2992	63	95	89	47	87	111
cds2993	370	609	1072	525	502	483
cds2994	183	995	1013	733	217	214
cds2995	154	271	226	151	261	314
cds2996	214	371	367	149	240	218
cds2997	22	83	81	61	61	31
cds2998	77	561	528	343	100	125
cds2999	96	427	359	353	67	111
cds3	36	16	13	4	68	30
cds30	68	765	652	414	59	101
cds300	13	14	7	3	3	9
cds3000	37	285	201	107	44	54
cds3001	46	184	203	113	45	13
cds3002	50	100	112	52	82	120
cds3003	36	672	570	323	31	92
cds3004	7	46	39	9	4	15
cds3005	16	36	36	7	9	7
cds3006	4	12	13	5	8	13
cds3007	223	1208	1197	555	176	217
cds3008	99	123	92	52	113	129
cds3009	42	117	88	84	114	98
cds301	61	524	149	95	40	56
cds3010	85	522	474	254	111	74
cds3011	12	23	16	10	21	17
cds3012	47	68	46	11	34	73
cds3013	13	53	41	35	14	21
cds3014	364	443	380	160	253	360
cds3015	11	34	60	17	7	17
cds3016	71	292	211	76	40	36
cds3017	227	778	736	340	234	315
cds3018	270	551	568	426	201	253
cds3019	47	193	190	158	33	59
cds302	36	70	52	28	33	35
cds3020	86	58	31	34	157	139
cds3021	157	50	14	55	106	68
cds3022	5	28	1	42	2	0
cds3023	14	70	15	180	4	3
cds3024	39	147	9	218	7	12
cds3025	2	30	1	18	0	0
cds3026	2	66	8	151	0	13
cds3027	23	82	22	199	6	4
cds3028	14	57	7	82	0	0
cds3029	36	151	19	263	5	2
cds303	613	270	212	67	364	482
cds3030	26	271	50	524	0	0
cds3031	10	83	16	106	0	10
cds3032	3	29	1	66	0	2
cds3033	33	223	51	674	6	14
cds3034	14	83	17	170	0	6
cds3035	40	106	43	329	0	6
cds3036	7	23	0	44	0	0
cds3037	14	37	4	133	0	0
cds3038	54	154	52	345	1	9
cds3039	5	37	7	51	6	0
cds304	463	332	76	179	899	917
cds3040	25	78	19	245	0	0
cds3041	7	76	14	149	0	0
cds3042	0	72	8	128	0	0
cds3043	26	379	132	767	1	17
cds3044	2	13	0	48	0	0
cds3045	0	18	5	51	0	0
cds3046	0	24	0	31	0	0
cds3047	20	22	4	49	1	14
cds3048	33	93	23	344	11	2
cds3049	17	101	46	359	0	11
cds305	57	0	16	1	114	27
cds3050	18	319	63	726	1	9
cds3051	11	106	45	292	0	5
cds3052	23	15	24	3	13	11
cds3053	4	136	18	171	4	13
cds3054	43	28	20	9	8	59
cds3055	68	4997	1336	996	69	37
cds3056	4	320	110	83	13	0
cds3057	6	310	101	102	0	2
cds3058	61	1202	316	195	172	34
cds3059	28	398	30	50	72	40
cds306	247	1045	1190	534	200	172
cds3060	14	18	14	10	14	30
cds3061	22	29	14	15	15	1
cds3062	0	3	3	5	6	0
cds3063	124	171	51	36	187	129
cds3064	105	89	41	17	39	76
cds3065	69	32	52	26	41	23
cds3066	25	25	5	11	23	20
cds3067	39	92	12	22	23	64
cds3068	11	26	11	2	0	5
cds3069	18	30	9	6	7	5
cds307	33	107	104	24	23	35
cds3070	3	18	13	3	3	8
cds3071	112	73	38	18	48	109
cds3072	39	12	3	3	16	15
cds3073	46	16	10	8	69	40
cds3074	5	11	13	6	14	5
cds3075	31	80	76	31	12	29
cds3076	106	152	159	54	55	69
cds3077	35	102	59	33	23	30
cds3078	29	90	37	23	5	0
cds3079	125	343	258	84	97	157
cds308	14	43	25	24	12	1
cds3080	30	96	134	23	23	20
cds3081	63	735	607	260	48	47
cds3082	3	0	2	3	2	0
cds3083	53	96	57	28	43	78
cds3084	62	99	32	19	60	52
cds3085	22	78	38	14	45	74
cds3086	37	114	78	20	12	14
cds3087	0	9	7	6	2	0
cds3088	261	588	437	172	170	198
cds3089	924	1127	782	374	772	854
cds309	165	51	59	43	101	151
cds3090	151	56	19	11	111	104
cds3091	290	212	398	143	207	263
cds3092	52	39	110	38	31	26
cds3093	22	46	97	27	32	6
cds3094	15	5	9	8	12	25
cds3095	32	47	52	10	16	6
cds3096	3	15	0	1	0	0
cds3097	11	24	10	6	4	5
cds3098	18	41	13	2	2	0
cds3099	7	2	6	4	2	4
cds31	10	11	11	11	27	37
cds310	1483	5479	3064	2027	1473	1919
cds3100	150	81	34	31	66	168
cds3101	66	28	17	19	83	119
cds3102	335	75	65	22	262	360
cds3103	108	137	96	62	132	95
cds3104	50	130	106	71	83	68
cds3105	81	176	122	64	177	166
cds3106	11	4	9	1	0	6
cds3107	128	83	40	16	160	216
cds3108	548	231	128	69	423	494
cds3109	19	7	1	3	20	17
cds311	140	1332	754	361	119	142
cds3110	51	14	7	4	14	29
cds3111	62	12	13	0	12	40
cds3112	359	143	123	44	287	227
cds3113	10	12	11	5	6	4
cds3114	88	34	10	4	97	63
cds3115	49	74	64	32	51	36
cds3116	9	4	0	4	6	12
cds3117	172	55	50	21	87	171
cds3118	2	7	2	3	9	2
cds3119	8	4	3	1	7	0
cds312	98	840	602	259	94	48
cds3120	8	4	4	1	15	0
cds3121	8	0	7	1	0	0
cds3122	6	3	4	0	0	0
cds3123	18	28	22	12	9	22
cds3124	74	82	39	29	117	74
cds3125	5	27	8	1	7	2
cds3126	90	82	33	12	100	88
cds3127	0	17	7	4	6	5
cds3128	1	2	0	0	0	0
cds3129	0	1	0	0	0	0
cds313	296	1587	1052	483	324	426
cds3130	1	3	1	2	0	0
cds3131	3	18	7	9	5	32
cds3132	19	48	17	20	2	17
cds3133	18	37	11	15	10	5
cds3134	12	73	19	13	6	3
cds3135	5	49	38	16	4	22
cds3136	46	37	75	28	20	34
cds3137	31	36	44	23	41	26
cds3138	17	5	1	4	5	10
cds3139	25	12	23	7	0	22
cds314	11	150	120	52	1	4
cds3140	26	6	22	13	28	10
cds3141	144	142	64	72	68	129
cds3142	123	103	67	59	106	150
cds3143	36	28	10	2	0	13
cds3144	92	30	10	8	65	88
cds3145	36	36	7	3	36	74
cds3146	166	111	57	44	150	93
cds3147	11	1	4	5	8	22
cds3148	20	8	0	0	8	7
cds3149	4	1	0	1	13	12
cds315	831	2589	2136	917	532	607
cds3150	100	86	25	19	118	84
cds3151	84	33	38	39	90	102
cds3152	76	54	26	30	111	53
cds3153	2	15	27	14	8	3
cds3154	5	20	18	16	2	2
cds3155	19	68	41	21	21	23
cds3156	3	20	5	12	31	11
cds3157	30	65	56	68	18	38
cds3158	70	62	56	21	34	26
cds3159	122	44	53	59	75	144
cds316	10764	21559	11869	5316	6694	7077
cds3160	28	70	58	19	3	3
cds3161	41	182	119	70	39	88
cds3162	2	31	11	14	12	13
cds3163	0	0	0	0	0	0
cds3164	0	0	1	0	1	0
cds3165	1	5	3	3	0	0
cds3166	3	7	4	6	0	0
cds3167	121	177	101	53	119	60
cds3168	13	46	18	13	25	22
cds3169	5	3	0	0	21	5
cds317	159	213	213	59	96	212
cds3170	0	15	0	3	12	3
cds3171	379	281	41	46	513	369
