	L187_col_1	L187_col_2	L187_vitro_1	L187_vitro_2	L187_vitro_3	L187_col_3
cds2460	0	0	7	1	9	1
cds2461	0	5	1	5	10	0
cds2462	1	0	52	30	178	0
cds2463	0	7	24	15	56	6
cds2464	5	19	70	49	217	43
cds2465	0	6	19	10	22	2
cds2466	24	47	121	25	156	43
cds2467	3	8	5	9	34	7
cds2468	0	2	14	8	40	0
cds2469	0	5	8	10	44	0
cds247	2	0	24	7	22	13
cds2470	2	24	102	43	280	22
cds2471	1	19	73	40	170	28
cds2472	19	68	327	128	726	100
cds2473	9	17	37	24	131	10
cds2474	19	64	494	240	1091	118
cds2475	2	32	8	10	37	36
cds2476	0	0	0	2	4	0
cds2477	0	1	21	17	58	23
cds2478	6	10	42	10	60	28
cds2479	31	67	3	8	31	113
cds248	1	6	11	6	28	4
cds2480	0	0	0	1	5	0
cds2481	4	10	20	13	41	18
cds2482	12	37	244	73	251	80
cds2483	16	62	200	53	198	26
cds2484	3	10	49	17	63	0
cds2485	1	0	13	13	51	15
cds2486	2	29	78	21	126	10
cds2487	4	2	36	16	65	5
cds2488	0	5	47	29	75	5
cds2489	0	1	42	17	62	2
cds249	2	1	3	2	6	0
cds2490	12	85	48	36	135	52
cds2491	0	8	9	13	23	4
cds2492	233	1081	2613	2085	8732	1284
cds2493	14	50	203	75	345	63
cds2494	19	90	264	138	682	58
cds2495	3	0	7	7	25	6
cds2496	24	31	384	126	516	136
cds2497	6	5	58	14	42	22
cds2498	0	6	156	81	475	7
cds2499	12	26	88	65	245	21
cds25	1	2	39	9	59	0
cds250	5	36	9	2	15	47
cds2500	10	52	185	143	470	40
cds2501	16	34	297	203	1091	27
cds2502	9	8	360	297	1014	16
cds2503	1	7	58	37	155	15
cds2504	19	97	206	23	114	54
cds2505	8	41	297	222	1132	51
cds2506	33	107	628	379	1819	92
cds2507	0	0	0	2	10	0
cds2508	6	20	50	35	183	25
cds2509	1	6	23	19	71	19
cds251	2	8	5	1	9	16
cds2510	255	729	398	114	295	745
cds2511	23	106	317	224	1049	127
cds2512	6	34	113	65	349	41
cds2513	10	56	69	32	142	52
cds2514	0	32	67	31	150	33
cds2515	4	14	42	28	153	0
cds2516	1	12	61	31	101	5
cds2517	1	0	46	33	94	6
cds2518	2	6	35	7	88	6
cds2519	0	2	6	7	20	1
cds252	1	0	2	0	7	0
cds2520	3	3	37	4	22	0
cds2521	1	55	25	8	49	5
cds2522	5	10	16	7	32	13
cds2523	5	12	67	51	247	6
cds2524	4	12	18	10	57	5
cds2525	0	6	26	12	45	6
cds2526	0	0	2	1	15	11
cds2527	10	31	135	122	438	12
cds2528	12	68	55	26	51	53
cds2529	5	66	46	21	70	45
cds253	0	0	3	6	12	17
cds2530	8	29	145	61	218	28
cds2531	32	126	418	113	419	51
cds2532	3	0	49	6	27	14
cds2533	18	56	107	35	110	38
cds2534	3	29	41	14	85	21
cds2535	1	0	13	3	28	9
cds2536	6	15	23	20	64	13
cds2537	1	12	136	77	356	9
cds2538	9	62	254	200	773	30
cds2539	0	0	2	1	5	9
cds254	7	64	100	22	109	38
cds2540	10	62	120	33	111	25
cds2541	205	768	1903	954	4473	454
cds2542	0	1	14	12	15	0
cds2543	0	0	3	3	11	0
cds2544	3	2	33	7	32	0
cds2545	4	12	11	4	10	5
cds2546	1	0	1	0	2	0
cds2547	0	0	1	3	5	0
cds2548	0	2	12	8	57	2
cds2549	5	69	36	46	108	45
cds255	10	30	32	9	25	53
cds2550	0	7	10	6	9	11
cds2551	87	298	471	103	446	101
cds2552	12	38	27	10	37	37
cds2553	2	0	0	5	3	6
cds2554	0	0	2	4	21	6
cds2555	51	245	439	146	891	86
cds2556	0	4	8	0	14	2
cds2557	3	0	2	2	2	0
cds2558	0	0	1	1	7	0
cds2559	0	4	1	0	5	0
cds256	18	82	3	0	9	23
cds2560	0	1	1	2	2	0
cds2561	0	5	1	0	1	0
cds2562	0	13	4	1	2	1
cds2563	3	4	1	0	6	0
cds2564	2	4	3	1	10	19
cds2565	4	1	1	0	4	0
cds2566	0	11	0	2	1	10
cds2567	3	12	1	2	0	16
cds2568	2	7	4	0	5	22
cds2569	5	36	2	1	3	37
cds257	0	0	34	9	68	0
cds2570	20	110	71	8	52	105
cds2571	1	12	0	2	9	1
cds2572	31	107	129	59	181	97
cds2573	2	0	11	11	23	0
cds2574	6	63	2	7	7	26
cds2575	0	0	1	0	0	0
cds2576	0	6	49	7	34	0
cds2577	4	2	73	15	52	19
cds2578	4	28	43	34	117	33
cds2579	33	196	1308	50	443	168
cds258	0	0	2	1	2	3
cds2580	2	13	25	12	48	7
cds2581	1	3	18	33	85	6
cds2582	15	76	132	43	250	29
cds2583	45	168	803	526	3348	128
cds2584	2	18	62	29	160	11
cds2585	6	17	78	19	91	7
cds2586	0	11	24	14	85	21
cds2587	11	55	58	18	112	23
cds2588	5	33	54	36	147	14
cds2589	5	4	25	6	55	2
cds259	0	0	10	8	36	0
cds2590	0	12	63	9	89	8
cds2591	4	47	184	72	266	8
cds2592	1	6	45	23	82	0
cds2593	3	32	63	39	106	16
cds2594	0	6	68	45	276	16
cds2595	1	0	22	9	37	4
cds2596	4	5	3	6	19	0
cds2597	12	46	56	15	67	41
cds2598	1	2	3	1	9	4
cds2599	0	5	3	3	14	0
cds26	0	0	31	8	47	0
cds260	11	41	60	26	114	17
cds2600	0	7	6	2	10	0
cds2601	0	0	4	2	13	5
cds2602	6	0	11	4	25	0
cds2603	1	3	4	3	13	0
cds2604	24	242	45	10	41	108
cds2605	0	10	2	0	1	1
cds2606	0	3	7	7	10	0
cds2607	0	1	27	25	109	4
cds2608	0	0	45	22	101	12
cds2609	5	26	23	37	115	12
cds261	6	27	34	16	123	16
cds2610	3	7	166	76	358	13
cds2611	1	0	8	6	22	1
cds2612	4	24	114	63	351	20
cds2613	8	52	158	116	402	17
cds2614	15	30	81	49	124	0
cds2615	3	103	192	142	468	69
cds2616	3	62	86	57	190	6
cds2617	0	0	1	0	4	0
cds2618	0	0	2	1	6	0
cds2619	3	0	2	3	16	2
cds262	4	6	17	5	34	21
cds2620	1	0	1	5	30	2
cds2621	8	27	8	0	35	30
cds2622	4	5	21	8	31	6
cds2623	2	16	15	8	26	4
cds2624	0	0	0	2	6	0
cds2625	0	0	0	0	5	0
cds2626	9	37	144	110	432	4
cds2627	4	37	109	48	235	8
cds2628	21	32	75	21	128	62
cds2629	0	4	1	2	4	0
cds263	1	3	6	5	5	1
cds2630	0	0	0	0	5	0
cds2631	0	0	0	0	0	0
cds2632	2822	10880	60241	28088	153861	8950
cds2633	1	9	29	20	102	8
cds2634	0	0	0	0	0	0
cds2635	3	16	9	21	73	21
cds2636	0	0	1	4	0	0
cds2637	3	30	36	78	199	13
cds2638	3	24	69	16	108	37
cds2639	8	17	39	20	140	52
cds264	0	25	48	26	68	34
cds2640	6	25	30	17	84	9
cds2641	8	36	80	42	277	8
cds2642	15	16	128	58	324	35
cds2643	5	23	14	6	27	26
cds2644	7	7	26	39	138	20
cds2645	6	16	30	16	71	35
cds2646	11	46	53	22	69	43
cds2647	9	46	114	67	276	24
cds2648	0	30	14	10	29	16
cds2649	0	1	12	6	52	6
cds265	9	12	37	18	88	22
cds2650	9	34	157	99	526	59
cds2651	12	80	58	6	31	73
cds2652	0	0	5	3	18	0
cds2653	0	1	40	23	109	4
cds2654	18	150	341	298	1421	153
cds2655	4	27	60	21	111	50
cds2656	2	2	5	8	87	27
cds2657	21	114	522	522	2369	131
cds2658	8	76	621	485	2459	89
cds2659	15	74	940	716	3340	94
cds266	17	38	33	20	104	36
cds2660	1	5	459	301	1580	17
cds2661	0	0	256	135	829	0
cds2662	1	1	116	53	316	4
cds2663	146	526	4937	5176	15717	231
cds2664	6	2	217	184	657	7
cds2665	0	1	140	102	456	8
cds2666	12	64	229	139	606	7
cds2667	6	16	62	52	397	40
cds2668	5	73	81	55	266	28
cds2669	0	3	15	6	35	0
cds267	1	3	75	30	146	6
cds2670	0	0	13	17	31	0
cds2671	1	0	14	5	56	3
cds2672	0	0	10	7	10	0
cds2673	2	23	356	356	1502	52
cds2674	0	7	13	16	79	17
cds2675	15	118	266	155	853	112
cds2676	9	66	140	93	405	27
cds2677	53	358	341	178	784	251
cds2678	1	36	70	22	142	5
cds2679	0	5	12	18	51	9
cds268	1	11	24	4	44	16
cds2680	1	28	15	6	12	9
cds2681	6	23	69	15	44	10
cds2682	19	121	111	48	225	62
cds2683	0	0	1	1	9	0
cds2684	0	0	0	0	4	0
cds2685	2	29	45	17	102	18
cds2686	20	34	391	146	667	16
cds2687	10	52	311	141	748	66
cds2688	1	3	0	1	11	0
cds2689	1	15	14	2	38	16
cds269	4	12	10	1	25	22
cds2690	63	285	454	354	1616	133
cds2691	0	17	51	2	4	0
cds2692	0	25	508	39	112	16
cds2693	2	4	138	8	18	0
cds2694	8	17	253	11	33	8
cds2695	2	5	4	3	14	0
cds2696	0	12	10	7	7	0
cds2697	0	0	4	1	6	0
cds2698	0	0	5	0	6	0
cds2699	0	0	6	2	9	8
cds27	1	0	12	3	30	0
cds270	0	12	3	2	20	15
cds2700	0	0	0	2	1	10
cds2701	0	0	10	15	68	0
cds2702	1	0	19	8	39	11
cds2703	30	43	626	552	2046	201
cds2704	3	36	122	87	266	27
cds2705	16	19	93	47	198	95
cds2706	0	0	1	1	7	0
cds2707	1	11	139	72	274	10
cds2708	8	47	609	281	1138	17
cds2709	60	231	477	226	943	178
cds271	16	70	47	41	200	78
cds2710	112	429	1849	1427	6172	363
cds2711	2	50	104	48	197	30
cds2712	0	5	12	3	42	3
cds2713	2	1	0	0	13	0
cds2714	1	25	5	10	26	8
cds2715	0	0	2	0	16	0
cds2716	0	3	5	3	16	0
cds2717	0	0	5	3	14	3
cds2718	3	35	361	240	1213	55
cds2719	51	214	663	527	2520	195
cds272	2	14	67	29	195	15
cds2720	0	0	2	2	20	2
cds2721	2	11	14	6	31	3
cds2722	0	0	0	0	5	0
cds2723	0	0	1	1	2	0
cds2724	0	0	0	0	8	0
cds2725	0	8	8	11	50	0
cds2726	2	8	37	15	50	2
cds2727	2	4	24	19	78	0
cds2728	2	0	20	2	20	2
cds2729	41	174	152	25	152	78
cds273	0	2	365	34	132	0
cds2730	2	19	16	4	24	28
cds2731	3	21	55	7	83	10
cds2732	3	4	47	37	154	8
cds2733	29	342	1579	146	639	248
cds2734	8	46	1251	68	373	33
cds2735	7	71	1676	197	647	31
cds2736	6	66	739	127	420	48
cds2737	1	11	8	5	52	8
cds2738	0	21	34	4	28	16
cds2739	2	24	20	7	56	14
cds274	0	0	351	30	124	0
cds2740	11	21	12	11	50	29
cds2741	13	57	29	8	19	52
cds2742	2	18	112	66	447	19
cds2743	17	13	59	44	211	16
cds2744	34	210	464	357	1573	114
cds2745	1	10	97	60	252	7
cds2746	16	61	132	49	237	45
cds2747	0	6	7	4	14	0
cds2748	1	4	11	8	14	0
cds2749	1	0	20	7	67	1
cds275	0	3	320	43	90	1
cds2750	0	0	29	8	93	0
cds2751	1	60	157	71	366	18
cds2752	7	19	122	42	206	8
cds2753	59	450	653	482	2257	241
cds2754	0	2	21	12	50	14
cds2755	0	17	22	4	59	13
cds2756	0	0	9	2	14	4
cds2757	5	6	46	26	123	14
cds2758	6	13	119	75	291	22
cds2759	23	75	223	81	492	88
cds276	0	11	143	19	50	25
cds2760	0	7	10	6	42	9
cds2761	0	15	5	4	20	0
cds2762	1	11	35	34	104	18
cds2763	18	56	163	75	290	50
cds2764	0	0	8	0	13	2
cds2765	0	0	1	5	11	9
cds2766	0	0	2	3	2	1
cds2767	0	0	4	2	17	7
cds2768	2	15	11	6	43	0
cds2769	7	48	13	9	77	19
cds277	0	0	22	2	16	2
cds2770	0	6	1	3	7	3
cds2771	0	0	6	5	22	0
cds2772	1	0	8	6	41	0
cds2773	1	0	11	4	37	0
cds2774	1	15	10	11	15	0
cds2775	0	2	8	8	15	0
cds2776	42	114	591	306	1756	120
cds2777	14	86	39	26	129	53
cds2778	23	29	694	976	5180	36
cds2779	1	5	61	56	448	0
cds278	0	0	23	3	34	0
cds2780	1	12	17	12	59	0
cds2781	12	53	130	106	350	36
cds2782	2	6	35	10	87	17
cds2783	12	32	82	67	336	38
cds2784	7	22	113	48	256	7
cds2785	0	0	4	2	19	0
cds2786	8	49	107	58	267	44
cds2787	4	4	47	31	146	0
cds2788	1	0	44	20	148	5
cds2789	0	0	0	2	1	0
cds279	0	13	40	23	79	14
cds2790	2	0	4	2	9	0
cds2791	10	42	200	124	629	27
cds2792	1	5	41	31	113	9
cds2793	1	20	56	36	147	17
cds2794	9	11	120	70	313	9
cds2795	5	37	109	51	290	5
cds2796	3	3	106	49	224	9
cds2797	2	0	24	17	92	0
cds2798	0	7	18	11	41	8
cds2799	19	35	80	47	255	70
cds28	0	1	336	59	361	5
cds280	3	5	15	2	39	6
cds2800	1	0	2	3	19	0
cds2801	0	0	17	5	49	7
cds2802	3	2	23	22	79	24
cds2803	8	5	58	26	160	11
cds2804	3	8	119	50	198	30
cds2805	1	7	19	8	52	10
cds2806	6	39	42	22	106	17
cds2807	22	93	129	54	248	96
cds2808	2	16	62	33	98	1
cds2809	1	0	33	22	96	10
cds281	1	32	49	72	470	35
cds2810	1	0	36	15	63	0
cds2811	0	0	0	0	1	0
cds2812	23	86	305	199	860	58
cds2813	0	9	22	30	73	26
cds2814	0	2	241	277	1326	8
cds2815	6	24	61	30	122	7
cds2816	14	21	131	58	257	40
cds2817	25	144	232	145	827	83
cds2818	0	10	19	6	36	0
cds2819	1	2	8	1	21	15
cds282	2	13	36	21	58	0
cds2820	0	0	21	5	29	0
cds2821	1	3	19	8	16	1
cds2822	6	13	29	15	51	4
cds2823	0	3	9	4	24	3
cds2824	1	10	19	1	28	14
cds2825	0	0	3	2	14	0
cds2826	2	2	22	6	53	0
cds2827	1187	6992	10963	6031	31183	3714
cds2828	0	0	8	5	16	0
cds2829	6	23	14	4	41	37
cds283	1	11	88	37	180	6
cds2830	5	10	39	15	49	16
cds2831	22	96	58	14	58	132
cds2832	6	13	24	1	16	17
cds2833	8	62	149	21	79	99
cds2834	68	266	814	474	1805	409
cds2835	6	0	17	6	27	16
cds2836	2	4	37	29	93	15
cds2837	33	127	129	73	339	73
cds2838	2	10	7	8	24	14
cds2839	3	20	7	10	34	41
cds284	10	39	165	119	545	44
cds2840	0	0	14	16	70	4
cds2841	0	2	2	2	17	18
cds2842	9	54	139	133	598	10
cds2843	1	14	16	10	53	0
cds2844	0	0	7	4	7	0
cds2845	6	20	67	33	108	16
cds2846	6	15	40	11	78	8
cds2847	7	40	9	5	5	39
cds2848	0	0	2	5	36	0
cds2849	14	44	245	191	1022	40
cds285	1	8	16	3	42	22
cds2850	31	197	59	23	82	252
cds2851	14	64	52	21	64	45
cds2852	6	68	204	162	786	75
cds2853	1	8	22	3	40	14
cds2854	0	0	2	0	2	0
cds2855	3	15	5	2	20	0
cds2856	0	2	14	7	45	0
cds2857	0	0	3	2	9	0
cds2858	1	12	33	7	65	29
cds2859	121	786	908	350	1358	441
cds286	1	1	3	3	11	0
cds2860	20	27	123	21	117	11
cds2861	0	8	4	1	10	0
cds2862	10	28	74	22	146	79
cds2863	12	37	46	46	274	10
cds2864	0	11	38	50	224	4
cds2865	80	351	483	53	262	215
cds2866	212	1086	614	123	591	269
cds2867	1	4	34	20	71	13
cds2868	3	2	20	14	41	8
cds2869	6	18	183	114	508	17
cds287	1	8	41	21	139	4
cds2870	17	62	119	120	466	79
cds2871	3	6	13	16	53	6
cds2872	14	99	297	172	576	80
cds2873	4	10	109	46	151	15
cds2874	0	0	79	22	121	1
cds2875	4	0	19	10	17	4
cds2876	10	7	74	17	161	19
cds2877	0	6	63	39	141	23
cds2878	0	21	8	4	30	8
cds2879	6	36	18	10	43	39
cds288	3	5	31	20	94	5
cds2880	8	29	86	55	236	56
cds2881	3	19	82	65	272	26
cds2882	0	0	19	5	25	0
cds2883	0	10	27	20	72	0
cds2884	4	18	11	6	33	47
cds2885	11	21	134	56	280	35
cds2886	3	4	38	11	65	20
cds2887	0	1	17	17	72	4
cds2888	33	189	246	131	595	202
cds2889	6	22	212	72	429	4
cds289	1	6	0	1	6	0
cds2890	0	7	75	31	185	5
cds2891	14	34	129	84	325	49
cds2892	2	7	49	25	112	7
cds2893	5	36	79	66	195	23
cds2894	0	3	428	11	35	0
cds2895	2	7	286	0	18	0
cds2896	4	6	617	7	35	0
cds2897	0	0	56	3	16	0
cds2898	0	17	70	45	116	43
cds2899	5	24	24	11	62	9
cds29	5	0	665	104	535	8
cds290	0	0	1	2	8	0
cds2900	13	57	18	8	37	25
cds2901	2	12	10	5	27	8
cds2902	2	2	23	15	59	7
cds2903	2	8	26	16	81	26
cds2904	2	3	19	5	65	0
cds2905	2	14	28	3	67	0
cds2906	27	175	329	161	783	129
cds2907	1	25	8	8	37	1
cds2908	3	30	66	32	137	10
cds2909	3	3	38	7	76	6
cds291	7	15	13	12	24	32
cds2910	10	55	74	49	200	101
cds2911	26	198	799	559	2661	170
cds2912	7	9	48	31	168	22
cds2913	2	23	0	0	2	6
cds2914	7	24	3	1	6	11
cds2915	0	7	0	0	4	5
cds2916	5	0	6	4	14	0
cds2917	0	0	13	3	30	7
cds2918	0	0	3	1	13	1
cds2919	1	19	33	51	132	9
cds292	28	173	173	112	348	125
cds2920	0	7	16	7	46	16
cds2921	0	0	4	5	14	0
cds2922	2	0	26	25	118	2
cds2923	23	63	162	46	257	118
cds2924	21	92	176	42	224	107
cds2925	0	45	35	25	75	53
cds2926	22	54	19	5	37	42
cds2927	7	33	31	7	104	15
cds2928	1	9	19	10	51	2
cds2929	0	0	2	4	1	0
cds293	4	53	124	84	358	75
cds2930	0	0	13	2	9	10
cds2931	5	40	37	12	48	36
cds2932	1	40	35	23	71	8
cds2933	3	2	16	6	58	13
cds2934	0	8	11	5	43	0
cds2935	1	11	0	1	2	0
cds2936	8	177	49	21	73	65
cds2937	5	26	23	4	37	14
cds2938	6	18	17	9	66	62
cds2939	20	45	132	18	146	47
cds294	3	97	93	54	231	39
cds2940	3	0	2	0	11	0
cds2941	0	12	13	13	34	11
cds2942	2	3	20	23	73	0
cds2943	44	164	370	185	741	128
cds2944	2	6	18	4	37	25
cds2945	0	10	7	13	12	0
cds2946	0	0	1	0	9	0
cds2947	0	0	7	3	5	0
cds2948	8	71	135	198	888	27
cds2949	14	86	426	312	1163	49
cds295	7	94	89	37	147	73
cds2950	0	0	4	3	13	0
cds2951	4	16	16	9	34	16
cds2952	0	0	5	4	13	8
cds2953	2	4	40	20	99	3
cds2954	0	4	92	33	117	16
cds2955	227	1096	1043	1147	5300	1272
cds2956	7	12	49	14	96	5
cds2957	125	481	18	1	14	535
cds2958	0	10	29	16	50	6
cds2959	7	0	22	13	43	10
cds296	2	20	14	3	16	0
cds2960	1	17	44	25	90	9
cds2961	2	22	10	14	34	6
cds2962	0	0	10	7	17	9
cds2963	0	0	8	8	73	0
cds2964	22	72	137	127	418	79
cds2965	2	46	24	14	39	35
cds2966	4	10	13	10	37	0
cds2967	0	1	6	1	15	0
cds2968	0	1	10	7	25	7
cds2969	5	36	19	7	72	6
cds297	0	21	82	59	134	50
cds2970	0	0	1	0	0	0
cds2971	8	13	16	7	11	20
cds2972	33	135	291	161	707	57
cds2973	1	3	2	0	5	0
cds2974	1	8	71	33	114	21
cds2975	15	137	177	152	469	84
cds2976	0	0	0	0	2	0
cds2977	3	2	4	3	6	1
cds2978	0	0	2	0	4	0
cds2979	0	0	0	0	0	0
cds298	13	60	25	16	46	34
cds2980	0	12	24	16	40	18
cds2981	1	1	2	1	5	0
cds2982	5	1	11	3	9	8
cds2983	0	0	6	7	46	7
cds2984	0	0	8	6	38	0
cds2985	10	58	20	4	68	18
cds2986	4	8	28	10	39	4
cds2987	9	29	46	44	195	17
cds2988	73	347	2235	766	2645	478
cds2989	13	80	629	241	973	88
cds299	11	21	5	1	15	18
cds2990	0	6	40	32	184	30
cds2991	5	19	86	63	301	4
cds2992	6	60	323	115	536	42
cds2993	1	0	8	5	19	18
cds2994	1	8	13	34	86	0
cds2995	12	1	73	38	110	14
cds2996	0	12	65	5	47	0
cds2997	4	1	40	4	28	0
cds2998	1	9	87	52	230	9
cds2999	10	41	31	10	29	23
cds3	8	13	21	3	34	2
cds30	4	1	16	3	27	7
cds300	0	0	3	8	21	0
cds3000	5	13	26	27	103	26
cds3001	0	0	5	5	17	0
cds3002	0	8	13	7	47	8
cds3003	0	1	1	3	12	0
cds3004	3	0	8	15	62	10
cds3005	0	0	3	1	4	0
cds3006	0	11	8	11	47	13
cds3007	0	0	0	1	6	7
cds3008	0	0	1	0	0	0
cds3009	1	3	59	30	115	20
cds301	0	0	1	0	5	5
cds3010	0	0	14	12	64	0
cds3011	1	3	5	3	8	0
cds3012	0	0	5	1	14	0
cds3013	9	35	85	31	137	71
cds3014	0	11	41	29	156	20
cds3015	0	3	63	38	210	24
cds3016	0	7	100	48	283	6
cds3017	0	11	109	75	260	18
cds3018	16	64	155	72	287	117
cds3019	25	123	276	263	1036	92
cds302	2	0	4	1	32	0
cds3020	8	12	170	132	596	26
cds3021	0	8	75	53	223	12
cds3022	14	45	264	142	620	82
cds3023	1	5	17	21	117	8
cds3024	3	12	574	357	3068	32
cds3025	5	9	298	229	1766	29
cds3026	2	16	245	152	918	25
cds3027	0	0	0	0	0	0
cds3028	1	7	23	12	68	5
cds3029	53	297	56	9	55	410
cds303	0	4	0	6	7	9
cds3030	0	0	8	1	21	0
cds3031	8	29	62	43	222	32
cds3032	8	17	145	107	408	7
cds3033	0	12	131	80	397	0
cds3034	0	0	40	20	97	0
cds3035	3	30	109	55	310	43
cds3036	1	11	50	13	117	2
cds3037	0	0	38	29	118	1
cds3038	68	282	629	279	1306	216
cds3039	8	11	106	56	305	14
cds304	4	0	5	9	50	13
cds3040	0	2	3	0	11	0
cds3041	2	4	70	19	85	6
cds3042	75	278	1124	573	2024	212
cds3043	24	96	566	378	1529	63
cds3044	1	6	58	31	162	17
cds3045	3	38	5	3	15	17
cds3046	12	27	123	75	290	39
cds3047	0	0	19	4	42	8
cds3048	2	6	79	9	66	21
cds3049	1	10	102	48	181	13
cds305	0	0	0	0	20	0
cds3050	1	34	129	100	497	35
cds3051	37	277	282	161	646	199
cds3052	1	0	21	12	29	11
cds3053	1	0	10	16	64	0
cds3054	0	0	9	5	35	5
cds3055	25	82	77	24	99	40
cds3056	1	13	15	5	44	16
cds3057	1	0	15	7	38	0
cds3058	3	8	28	9	63	14
cds3059	0	0	9	3	13	0
cds306	10	73	15	5	19	97
cds3060	5	10	6	1	21	6
cds3061	16	23	15	8	64	18
cds3062	0	0	14	10	22	0
cds3063	1	0	12	1	28	0
cds3064	3	0	18	10	55	0
cds3065	2	3	37	16	67	0
cds3066	2	3	68	23	156	11
cds3067	0	0	36	37	73	5
cds3068	0	10	36	10	89	15
cds3069	0	7	11	6	42	2
cds307	0	0	29	15	84	5
cds3070	0	8	14	3	21	2
cds3071	3	27	25	11	39	50
cds3072	0	3	5	2	11	3
cds3073	1	39	27	27	101	16
cds3074	0	8	57	11	140	0
cds3075	1	14	42	14	97	12
cds3076	0	24	17	11	66	12
cds3077	7	50	103	67	206	15
cds3078	22	82	182	89	370	43
cds3079	1	6	114	48	129	3
cds308	0	25	17	12	44	0
cds3080	10	0	86	55	110	2
cds3081	0	1	5	5	13	0
cds3082	0	9	9	4	10	2
cds3083	1	3	3	3	13	5
cds3084	0	0	12	4	21	8
cds3085	5	15	49	16	143	34
cds3086	1	5	32	10	35	13
cds3087	0	0	24	5	55	0
cds3088	1	0	152	42	130	0
cds3089	0	0	4	2	18	0
cds309	34	110	154	41	204	132
cds3090	5	45	48	28	94	11
cds3091	0	0	10	2	23	0
cds3092	5	20	69	23	91	14
cds3093	0	5	1	1	3	0
cds3094	14	32	83	45	184	24
cds3095	0	8	8	1	9	0
cds3096	15	66	174	67	201	85
cds3097	9	81	58	29	130	80
cds3098	0	0	18	13	36	4
cds3099	0	9	6	6	11	0
cds31	1	15	98	40	280	8
cds310	10	48	251	47	242	29
cds3100	0	0	24	20	42	7
cds3101	1	6	12	7	38	2
cds3102	5	41	22	7	49	37
cds3103	3	6	29	7	43	6
cds3104	2	4	20	6	28	0
cds3105	25	172	88	48	127	97
cds3106	0	2	20	11	47	0
cds3107	0	0	0	0	2	0
cds3108	43	136	259	142	760	89
cds3109	13	83	542	357	1295	134
cds311	0	13	3	2	11	29
cds3110	3	11	86	71	156	9
cds3111	4	17	128	126	375	18
cds3112	7	23	120	69	511	27
cds3113	2	0	4	3	13	0
cds3114	3	25	103	72	369	0
cds3115	8	19	15	17	48	8
cds3116	0	6	0	1	3	0
cds3117	0	0	1	1	9	0
cds3118	0	0	0	0	2	0
cds3119	0	5	0	1	4	0
cds312	0	0	1	1	6	20
cds3120	0	0	2	0	18	0
cds3121	0	37	2	0	6	23
cds3122	0	1	4	1	12	4
cds3123	8	52	25	17	45	48
cds3124	41	224	382	143	667	299
cds3125	0	39	13	25	79	11
cds3126	6	44	88	30	136	52
cds3127	2	52	74	19	100	54
cds3128	4	14	35	8	52	3
cds3129	22	27	228	123	575	57
cds313	2	46	189	121	460	44
cds3130	11	45	299	219	709	37
cds3131	34	193	1251	960	3374	242
cds3132	0	0	30	32	97	18
cds3133	0	3	22	12	62	0
cds3134	0	0	34	13	62	10
cds3135	5	23	23	12	67	22
cds3136	0	0	4	3	10	0
cds3137	3	15	15	2	13	8
cds3138	4	15	39	16	86	29
cds3139	0	2	35	29	77	0
cds314	0	49	19	8	30	43
cds3140	15	70	46	11	66	89
cds3141	0	13	16	13	63	13
cds3142	3	22	0	3	17	72
cds3143	2	16	35	22	84	13
cds3144	0	5	6	3	29	0
cds3145	2	16	174	133	797	0
cds3146	1	0	13	26	84	5
cds3147	0	12	16	6	21	2
cds3148	2	1	21	4	32	0
cds3149	21	57	3	8	38	33
cds315	2	7	1	0	6	2
cds3150	5	18	2	7	7	0
cds3151	17	81	242	178	1204	70
cds3152	0	16	4	11	27	3
cds3153	0	2	0	0	17	1
cds3154	19	146	59	23	159	138
cds3155	5	50	6	2	9	67
cds3156	7	23	535	177	506	44
cds3157	6	23	50	29	163	25
cds3158	9	49	74	4	46	55
cds3159	0	17	23	3	11	37
cds316	0	4	49	13	67	8
cds3160	19	74	39	24	124	45
cds3161	0	15	41	26	150	0
cds3162	0	0	25	24	125	20
cds3163	0	0	7	3	13	0
cds3164	0	0	11	3	28	0
cds3165	2	0	19	8	51	9
cds3166	4	1	52	29	169	7
cds3167	10	48	198	179	668	52
cds3168	0	5	19	5	29	13
cds3169	0	10	24	11	30	10
cds317	2	0	1	2	8	0
cds3170	0	7	37	24	128	5
cds3171	0	2	1	5	3	0
cds3172	0	0	14	2	10	0
cds3173	6	51	101	106	527	20
cds3174	2	43	67	51	163	23
cds3175	5	9	2	1	11	0
cds3176	31	133	207	86	432	56
cds3177	7	75	27	18	72	21
cds3178	4	27	19	6	54	32
cds3179	30	121	92	50	158	121
cds318	2	0	12	5	38	10
cds3180	1	8	3	5	17	10
cds3181	37	117	38	42	106	162
cds3182	0	0	2	1	13	0
cds3183	5	45	25	21	121	86
cds3184	2	4	6	1	28	18
cds3185	0	11	1	0	6	0
cds3186	0	0	7	6	32	0
cds3187	4	19	69	35	194	28
cds3188	5	17	23	9	46	3
cds3189	0	0	4	2	5	17
cds319	5	33	13	3	17	9
cds3190	0	24	9	7	7	8
cds3191	0	10	27	14	55	14
cds3192	0	0	13	6	29	0
cds3193	0	0	0	0	1	0
cds3194	6	2	88	29	144	22
cds3195	0	0	1	2	14	0
cds3196	0	21	5	3	18	4
cds3197	9	56	42	8	36	18
cds3198	5	0	7	8	18	5
